qname,question,response
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Hybrid (on-prem and cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",Cloud only (single or multi-cloud)
ProfessionalCloud,"At my company, our applications, databases and services are hosted:",On-prem
